rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/n_updates,train/loss,train/value_loss
45.2,282,17.44,245760,120,870,0.2,0.009018334,0.061328125,-0.007886811744538137,0.5009168386459351,0.0003,-0.7358960179612041,1190,11.441397666931152,26.0620046466589
44.39,284,17.689,247808,121,869,0.2,0.0038060641,0.04404296875,-0.0027580854657571763,0.3772827386856079,0.0003,-0.6712054187431932,1200,9.986492156982422,20.265097346901893
41.95,287,19.383000000000003,249856,122,869,0.2,0.008075779,0.065478515625,-0.008380263131402898,0.5539587140083313,0.0003,-0.7350662751123309,1210,6.918640613555908,21.898980101943017
42.0,290,19.565,251904,123,867,0.2,0.005274268,0.0546875,-0.007654271007049828,0.5278241634368896,0.0003,-0.6124884475022554,1220,7.845674514770508,19.99151637852192
44.73,292,18.365,253952,124,866,0.2,0.0076618386,0.08212890625,-0.009157536261773203,0.5829821228981018,0.0003,-0.7032773062586785,1230,9.363865852355957,19.716434052586557
43.58,295,19.12,256000,125,866,0.2,0.0063927686,0.07734375,-0.007198575236543547,0.529769778251648,0.0003,-0.6516724670305848,1240,12.262481689453125,21.558765625953676
44.79,298,18.130999999999997,258048,126,865,0.2,0.0066408087,0.07734375,-0.00968137210002169,0.5304147601127625,0.0003,-0.6538208235055208,1250,9.307488441467285,19.394704395532607
44.25,301,18.389,260096,127,863,0.2,0.006621087,0.05908203125,-0.0071191651120898316,0.6246782541275024,0.0003,-0.656703302450478,1260,10.520702362060547,19.62575637102127
41.75,304,19.754,262144,128,862,0.2,0.0133933285,0.064013671875,-0.007313751085894183,0.47040289640426636,0.0003,-0.6397473545745015,1270,8.75635814666748,19.84306372106075
42.02,306,19.58,264192,129,861,0.2,0.007876597,0.09189453125,-0.011609389894874766,0.5174851417541504,0.0003,-0.6459045181050896,1280,7.66157865524292,17.654498049616812
44.36,309,18.606999999999996,266240,130,860,0.2,0.0062173223,0.072119140625,-0.006534223799826577,0.5671789646148682,0.0003,-0.6474634561687708,1290,8.563326835632324,17.550766924023627
40.24,312,20.521000000000004,268288,131,859,0.2,0.0075974856,0.0716796875,-0.009231482405448332,0.563139796257019,0.0003,-0.6509547734633088,1300,8.560332298278809,16.496877482533456
37.66,314,21.732,270336,132,858,0.2,0.009035335,0.08212890625,-0.011283728772832546,0.5322138071060181,0.0003,-0.5161210414022207,1310,3.702369451522827,11.703646898269653
41.0,317,20.125999999999998,272384,133,858,0.2,0.005412976,0.059326171875,-0.006358056315366412,0.6104270219802856,0.0003,-0.6293079987168312,1320,6.345712661743164,13.423690739274026
39.14,319,20.925000000000004,274432,134,858,0.2,0.0049976055,0.064306640625,-0.007549899489822565,0.6289730072021484,0.0003,-0.5962564101442694,1330,7.556837558746338,17.257748436927795
36.48,322,22.055000000000003,276480,135,857,0.2,0.0051115854,0.064013671875,-0.008144276678649476,0.6652218103408813,0.0003,-0.5825960329733789,1340,9.214159965515137,18.60814342200756
36.23,324,22.535999999999998,278528,136,857,0.2,0.00515699,0.0453125,-0.005539708952710498,0.6913508176803589,0.0003,-0.5192752446979284,1350,9.776329040527344,17.01819519996643
36.32,327,22.415999999999993,280576,137,857,0.2,0.0053542396,0.057958984375,-0.00541420464287512,0.6640913486480713,0.0003,-0.553013398591429,1360,7.8538641929626465,16.5053891479969
39.12,329,20.778999999999996,282624,138,857,0.2,0.007329587,0.070849609375,-0.010143833652546164,0.6795080900192261,0.0003,-0.5118732084520161,1370,10.02412223815918,14.371992745995522
