timesteps,stage_timesteps,reward_mean,episode_len_mean,stage,reward_smooth,episode_len_smooth
639264.0,139264.0,36.489,109.29,Curriculum 8x8,36.471222222222224,109.08
641312.0,141312.0,37.184,106.14,Curriculum 8x8,36.17888888888889,109.65333333333334
643360.0,143360.0,39.343,101.04,Curriculum 8x8,36.095,109.63444444444445
645408.0,145408.0,38.51,100.51,Curriculum 8x8,36.025666666666666,109.33111111111111
647456.0,147456.0,37.067,103.63,Curriculum 8x8,36.001666666666665,108.92000000000002
649504.0,149504.0,34.906,108.44,Curriculum 8x8,35.98844444444444,108.53666666666668
651552.0,151552.0,37.336000000000006,105.04,Curriculum 8x8,36.55222222222222,107.06222222222223
653600.0,153600.0,36.519,105.95,Curriculum 8x8,36.94777777777777,105.83444444444444
655648.0,155648.0,34.308,112.33,Curriculum 8x8,36.85133333333333,105.81888888888889
657696.0,157696.0,31.881000000000004,116.87,Curriculum 8x8,36.339333333333336,106.66111111111111
659744.0,159744.0,35.304,109.76,Curriculum 8x8,36.13044444444444,107.06333333333333
661792.0,161792.0,33.565000000000005,113.64,Curriculum 8x8,35.48844444444445,108.46333333333332
663840.0,163840.0,36.854,107.0,Curriculum 8x8,35.30444444444444,109.18444444444444
665888.0,165888.0,35.865,109.19,Curriculum 8x8,35.17088888888889,109.80222222222223
667936.0,167936.0,36.837,108.61,Curriculum 8x8,35.38544444444445,109.82111111111112
669984.0,169984.0,34.428000000000004,114.06,Curriculum 8x8,35.062333333333335,110.82333333333332
672032.0,172032.0,34.409,114.44,Curriculum 8x8,34.82788888888889,111.76666666666668
674080.0,174080.0,35.376999999999995,111.82,Curriculum 8x8,34.94666666666667,111.71
676128.0,176128.0,39.67,102.22,Curriculum 8x8,35.81211111111111,110.08222222222223
678176.0,178176.0,38.422,104.74,Curriculum 8x8,36.15855555555556,109.52444444444444
680224.0,180224.0,40.17399999999999,100.21,Curriculum 8x8,36.89288888888889,108.03222222222222
682272.0,182272.0,39.607000000000006,101.34,Curriculum 8x8,37.19877777777778,107.40333333333334
684320.0,184320.0,38.177,104.43,Curriculum 8x8,37.455666666666666,106.87444444444444
686368.0,186368.0,37.451,106.44,Curriculum 8x8,37.523888888888884,106.63333333333334
688416.0,188416.0,35.131,111.81,Curriculum 8x8,37.602000000000004,106.38333333333334
690464.0,190464.0,36.826,108.45,Curriculum 8x8,37.870555555555555,105.71777777777777
692512.0,192512.0,38.229,104.77,Curriculum 8x8,38.187444444444445,104.93444444444444
694560.0,194560.0,35.986999999999995,109.16,Curriculum 8x8,37.778222222222226,105.70555555555555
696608.0,196608.0,37.60900000000001,105.4,Curriculum 8x8,37.68788888888889,105.77888888888889
698656.0,198656.0,40.777,98.47,Curriculum 8x8,37.75488888888889,105.58555555555556
700704.0,200704.0,42.278,95.16,Curriculum 8x8,38.05166666666666,104.89888888888889
702752.0,202752.0,40.294,98.55,Curriculum 8x8,38.286888888888896,104.24555555555555
704800.0,204800.0,39.414,101.16,Curriculum 8x8,38.505,103.65888888888888
706848.0,206848.0,36.044,108.46,Curriculum 8x8,38.60644444444444,103.28666666666666
708896.0,208896.0,34.556,110.61,Curriculum 8x8,38.35422222222222,103.52666666666667
710944.0,210944.0,33.276,113.19,Curriculum 8x8,37.803888888888885,104.46222222222222
712992.0,212992.0,32.979,113.81,Curriculum 8x8,37.46966666666666,104.97888888888889
715040.0,215040.0,37.585,104.51,Curriculum 8x8,37.467,104.88
717088.0,217088.0,39.628,99.97,Curriculum 8x8,37.33933333333333,105.04666666666668
719136.0,219136.0,37.728,104.12,Curriculum 8x8,36.83377777777778,106.04222222222222
721184.0,221184.0,38.806,102.0,Curriculum 8x8,36.66844444444444,106.42555555555556
723232.0,223232.0,38.82899999999999,101.39,Curriculum 8x8,36.60344444444444,106.45111111111112
725280.0,225280.0,37.19999999999999,105.73,Curriculum 8x8,36.73188888888889,106.14777777777778
727328.0,227328.0,36.656,107.12,Curriculum 8x8,36.96522222222222,105.76
729376.0,229376.0,36.088,108.92,Curriculum 8x8,37.27766666666667,105.28555555555556
731424.0,231424.0,34.22,112.6,Curriculum 8x8,37.41555555555555,105.1511111111111
733472.0,233472.0,29.084000000000007,120.46,Curriculum 8x8,36.471,106.92333333333333
735520.0,235520.0,29.675000000000004,119.85,Curriculum 8x8,35.36511111111111,109.13222222222221
737568.0,237568.0,30.194000000000003,118.17,Curriculum 8x8,34.528,110.69333333333333
739616.0,239616.0,31.082000000000004,115.97,Curriculum 8x8,33.66977777777778,112.24555555555554
741664.0,241664.0,25.354,125.06,Curriculum 8x8,32.172555555555554,114.87555555555554
743712.0,243712.0,21.245999999999995,132.54,Curriculum 8x8,30.39988888888889,117.85444444444445
745760.0,245760.0,26.576,124.26,Curriculum 8x8,29.27988888888889,119.75888888888888
747808.0,247808.0,27.189,122.56,Curriculum 8x8,28.29111111111111,121.27444444444444
749856.0,249856.0,26.115,124.23,Curriculum 8x8,27.390555555555558,122.56666666666666
751904.0,251904.0,25.668000000000006,123.58,Curriculum 8x8,27.011000000000003,122.91333333333334
753952.0,253952.0,36.87199999999999,104.84,Curriculum 8x8,27.810666666666666,121.24555555555555
756000.0,256000.0,37.615,103.33,Curriculum 8x8,28.63522222222222,119.59666666666665
758048.0,258048.0,35.697,107.21,Curriculum 8x8,29.148,118.62333333333335
760096.0,260096.0,37.065,104.51,Curriculum 8x8,30.44922222222222,116.33999999999999
762144.0,262144.0,37.943,104.19,Curriculum 8x8,32.30444444444444,113.19
764192.0,264192.0,35.806,108.28,Curriculum 8x8,33.33,111.41444444444444
766240.0,266240.0,35.312999999999995,109.04,Curriculum 8x8,34.23266666666667,109.91222222222221
768288.0,268288.0,39.25400000000001,100.67,Curriculum 8x8,35.69255555555556,107.29444444444445
770336.0,270336.0,40.835,98.06,Curriculum 8x8,37.37777777777777,104.4588888888889
772384.0,272384.0,44.217,90.66,Curriculum 8x8,38.19388888888889,102.88333333333334
774432.0,274432.0,41.999,96.61,Curriculum 8x8,38.681000000000004,102.13666666666667
776480.0,276480.0,41.085,98.67,Curriculum 8x8,39.27966666666667,101.18777777777778
778528.0,278528.0,40.789,99.26,Curriculum 8x8,39.69344444444445,100.60444444444445
780576.0,280576.0,38.689,102.21,Curriculum 8x8,39.776333333333326,100.38444444444445
782624.0,282624.0,37.299,104.77,Curriculum 8x8,39.94222222222223,99.99444444444445
784672.0,284672.0,39.267,100.93,Curriculum 8x8,40.38155555555556,99.09333333333333
786720.0,286720.0,38.91400000000001,102.36,Curriculum 8x8,40.343777777777774,99.2811111111111
788768.0,288768.0,37.881,104.7,Curriculum 8x8,40.01555555555556,100.0188888888889
790816.0,290816.0,36.134,108.59,Curriculum 8x8,39.117444444444445,102.0111111111111
792864.0,292864.0,39.172,104.02,Curriculum 8x8,38.803333333333335,102.83444444444444
794912.0,294912.0,37.267,107.87,Curriculum 8x8,38.37911111111111,103.85666666666667
796960.0,296960.0,34.254,113.96,Curriculum 8x8,37.653,105.49
799008.0,299008.0,33.43899999999999,115.66,Curriculum 8x8,37.06966666666667,106.98444444444445
801056.0,301056.0,29.079999999999995,124.1,Curriculum 8x8,36.15644444444444,109.13222222222221
803104.0,303104.0,27.33900000000001,128.42,Curriculum 8x8,34.83111111111111,112.18666666666667
805152.0,305152.0,27.881,127.08,Curriculum 8x8,33.605222222222224,114.93333333333334
807200.0,307200.0,28.318,126.78,Curriculum 8x8,32.54266666666666,117.38666666666667
809248.0,309248.0,34.075,114.63,Curriculum 8x8,32.3138888888889,118.05777777777777
811296.0,311296.0,34.352,113.83,Curriculum 8x8,31.778333333333332,119.14777777777778
813344.0,313344.0,36.748000000000005,109.26,Curriculum 8x8,31.720666666666666,119.30222222222223
815392.0,315392.0,34.535,113.99,Curriculum 8x8,31.75188888888889,119.30555555555556
817440.0,317440.0,31.253,121.02,Curriculum 8x8,31.509,119.90111111111112
819488.0,319488.0,32.651,117.61,Curriculum 8x8,31.905777777777782,119.17999999999999
821536.0,321536.0,35.74799999999999,110.12,Curriculum 8x8,32.84011111111111,117.14666666666666
823584.0,323584.0,35.73,109.81,Curriculum 8x8,33.712222222222216,115.22777777777777
825632.0,325632.0,39.513000000000005,101.62,Curriculum 8x8,34.95611111111111,112.43222222222224
827680.0,327680.0,41.332,97.85,Curriculum 8x8,35.76244444444445,110.56777777777778
829728.0,329728.0,41.8,96.77,Curriculum 8x8,36.589999999999996,108.67222222222222
831776.0,331776.0,43.088,94.57,Curriculum 8x8,37.294444444444444,107.04
833824.0,333824.0,41.107,98.59,Curriculum 8x8,38.02466666666667,105.3288888888889
835872.0,335872.0,42.158,94.81,Curriculum 8x8,39.23633333333333,102.41666666666667
837920.0,337920.0,41.956,95.4,Curriculum 8x8,40.27022222222222,99.94888888888889
839968.0,339968.0,40.848,97.63,Curriculum 8x8,40.836888888888886,98.5611111111111
842016.0,342016.0,41.105,96.91,Curriculum 8x8,41.434111111111115,97.1277777777778
844064.0,344064.0,42.612000000000016,95.15,Curriculum 8x8,41.77844444444444,96.40888888888888
846112.0,346112.0,41.288,97.98,Curriculum 8x8,41.773555555555554,96.42333333333335
848160.0,348160.0,38.992,101.51,Curriculum 8x8,41.46155555555556,96.95
850208.0,350208.0,39.128,101.35,Curriculum 8x8,41.02155555555556,97.70333333333333
852256.0,352256.0,40.77,97.63,Curriculum 8x8,40.984111111111105,97.59666666666666
854304.0,354304.0,39.33700000000001,100.81,Curriculum 8x8,40.670666666666676,98.26333333333334
856352.0,356352.0,40.099,99.25,Curriculum 8x8,40.464333333333336,98.69111111111111
858400.0,358400.0,40.76500000000001,99.44,Curriculum 8x8,40.45511111111111,98.89222222222223
860448.0,360448.0,39.54400000000001,101.88,Curriculum 8x8,40.281666666666666,99.44444444444444
862496.0,362496.0,38.66499999999999,103.72,Curriculum 8x8,39.843111111111114,100.39666666666666
864544.0,364544.0,40.58599999999999,99.53,Curriculum 8x8,39.76511111111111,100.56888888888889
866592.0,366592.0,38.68800000000001,103.07,Curriculum 8x8,39.73133333333333,100.74222222222221
868640.0,368640.0,38.784,101.37,Curriculum 8x8,39.69311111111111,100.74444444444444
870688.0,370688.0,41.273,95.59,Curriculum 8x8,39.749,100.51777777777778
872736.0,372736.0,40.314,98.19,Curriculum 8x8,39.85755555555556,100.22666666666666
874784.0,374784.0,42.16799999999999,94.26,Curriculum 8x8,40.08744444444444,99.67222222222222
876832.0,376832.0,42.464,93.84,Curriculum 8x8,40.27622222222222,99.05
878880.0,378880.0,42.13799999999999,95.09,Curriculum 8x8,40.56444444444444,98.29555555555555
880928.0,380928.0,41.99,95.35,Curriculum 8x8,40.93388888888889,97.36555555555556
882976.0,382976.0,41.79200000000001,95.05,Curriculum 8x8,41.06788888888889,96.86777777777777
885024.0,385024.0,38.436,102.1,Curriculum 8x8,41.039888888888896,96.76
887072.0,387072.0,38.395,102.1,Curriculum 8x8,40.99666666666667,96.84111111111112
889120.0,389120.0,37.122,104.1,Curriculum 8x8,40.535444444444444,97.78666666666666
891168.0,391168.0,35.86600000000001,106.36,Curriculum 8x8,40.04122222222222,98.69444444444444
893216.0,393216.0,35.44200000000001,107.0,Curriculum 8x8,39.293888888888894,100.11
895264.0,395264.0,37.92400000000001,102.03,Curriculum 8x8,38.78944444444445,101.02000000000001
897312.0,397312.0,38.849,100.13,Curriculum 8x8,38.42400000000001,101.58
899360.0,399360.0,42.0,94.64,Curriculum 8x8,38.425111111111114,101.50111111111111
901408.0,401408.0,42.261,94.36,Curriculum 8x8,38.477222222222224,101.42444444444443
903456.0,403456.0,41.378,97.18,Curriculum 8x8,38.80411111111112,100.87777777777778
905504.0,405504.0,39.19,102.27,Curriculum 8x8,38.89244444444445,100.89666666666666
907552.0,407552.0,37.690000000000005,105.51,Curriculum 8x8,38.955555555555556,101.05333333333334
909600.0,409600.0,37.74,104.78,Curriculum 8x8,39.16377777777778,100.8777777777778
911648.0,411648.0,38.19500000000001,104.04,Curriculum 8x8,39.46966666666667,100.5488888888889
913696.0,413696.0,40.28200000000001,99.42,Curriculum 8x8,39.73166666666666,100.25888888888889
915744.0,415744.0,41.35000000000001,96.91,Curriculum 8x8,40.00955555555556,99.90111111111112
917792.0,417792.0,41.72,96.37,Curriculum 8x8,39.97844444444445,100.09333333333332
919840.0,419840.0,40.513000000000005,99.02,Curriculum 8x8,39.784222222222226,100.61111111111113
921888.0,421888.0,39.157,101.06,Curriculum 8x8,39.537444444444446,101.04222222222222
923936.0,423936.0,36.712,105.71,Curriculum 8x8,39.26211111111112,101.42444444444445
925984.0,425984.0,34.056,111.4,Curriculum 8x8,38.858333333333334,102.0788888888889
928032.0,428032.0,33.926,111.5,Curriculum 8x8,38.434555555555555,102.82555555555557
930080.0,430080.0,33.73400000000001,111.87,Curriculum 8x8,37.9388888888889,103.69555555555556
932128.0,432128.0,35.247,109.63,Curriculum 8x8,37.379444444444445,104.83
934176.0,434176.0,35.18100000000001,110.16,Curriculum 8x8,36.694,106.30222222222221
936224.0,436224.0,38.24699999999999,104.3,Curriculum 8x8,36.30811111111112,107.18333333333334
938272.0,438272.0,35.981,109.33,Curriculum 8x8,35.80455555555555,108.32888888888888
940320.0,440320.0,38.764,103.43,Curriculum 8x8,35.76088888888889,108.59222222222223
942368.0,442368.0,41.35099999999999,97.5,Curriculum 8x8,36.276333333333326,107.68
944416.0,444416.0,42.041,95.87,Curriculum 8x8,37.163555555555554,105.95444444444445
946464.0,446464.0,44.37800000000002,90.93,Curriculum 8x8,38.32488888888889,103.66888888888889
948512.0,448512.0,44.169,90.31,Curriculum 8x8,39.48433333333334,101.27333333333334
950560.0,450560.0,41.81999999999999,96.21,Curriculum 8x8,40.214666666666666,99.78222222222222
952608.0,452608.0,41.196,97.68,Curriculum 8x8,40.883,98.39555555555556
954656.0,454656.0,39.163,101.83,Curriculum 8x8,40.98477777777778,98.1211111111111
956704.0,456704.0,39.001,102.48,Curriculum 8x8,41.32033333333333,97.36
958752.0,458752.0,39.087,102.76,Curriculum 8x8,41.35622222222222,97.28555555555555
960800.0,460800.0,41.652,96.61,Curriculum 8x8,41.38966666666667,97.18666666666667
962848.0,462848.0,41.501000000000005,96.6,Curriculum 8x8,41.32966666666667,97.26777777777778
964896.0,464896.0,41.115,97.98,Curriculum 8x8,40.96711111111111,98.05111111111111
966944.0,466944.0,39.99,100.19,Curriculum 8x8,40.50277777777777,99.14888888888888
968992.0,468992.0,40.503,99.51,Curriculum 8x8,40.35644444444445,99.51555555555557
971040.0,471040.0,37.446,105.71,Curriculum 8x8,39.93977777777778,100.40777777777777
973088.0,473088.0,36.62,107.77,Curriculum 8x8,39.657222222222224,101.06777777777776
975136.0,475136.0,34.648,111.5,Curriculum 8x8,39.17355555555556,102.07
977184.0,477184.0,35.462,109.48,Curriculum 8x8,38.77077777777778,102.81666666666666
979232.0,479232.0,34.021,112.51,Curriculum 8x8,37.92288888888889,104.58333333333333
981280.0,481280.0,35.351000000000006,110.15,Curriculum 8x8,37.239555555555555,106.0888888888889
983328.0,483328.0,37.761,105.21,Curriculum 8x8,36.866888888888894,106.89222222222222
985376.0,485376.0,39.476,102.42,Curriculum 8x8,36.80977777777778,107.14
987424.0,487424.0,39.933,100.98,Curriculum 8x8,36.74644444444445,107.30333333333334
989472.0,489472.0,39.776,101.07,Curriculum 8x8,37.00533333333333,106.78777777777778
991520.0,491520.0,39.284,102.18,Curriculum 8x8,37.30133333333334,106.16666666666667
993568.0,493568.0,36.872,107.83,Curriculum 8x8,37.54844444444444,105.75888888888889
995616.0,495616.0,32.754999999999995,116.39,Curriculum 8x8,37.24766666666667,106.52666666666667
997664.0,497664.0,36.32199999999999,108.45,Curriculum 8x8,37.50333333333333,106.07555555555557
999712.0,499712.0,36.076,108.81,Curriculum 8x8,37.583888888888886,105.92666666666666
1001760.0,501760.0,37.93900000000001,104.58,Curriculum 8x8,37.60366666666667,105.85666666666667
