timesteps,stage_timesteps,reward_mean,episode_len_mean,stage,reward_smooth,episode_len_smooth
502048.0,2048.0,26.825000000000003,127.4375,Curriculum 8x8,26.825000000000003,127.4375
504096.0,4096.0,39.82682926829268,99.82926829268293,Curriculum 8x8,33.32591463414634,113.63338414634146
506144.0,6144.0,34.91636363636364,111.21818181818182,Curriculum 8x8,33.8560643015521,112.82831670362158
508192.0,8192.0,28.307692307692307,124.8923076923077,Curriculum 8x8,32.46897130308716,115.8443144507931
510240.0,10240.0,25.273076923076925,130.94871794871796,Curriculum 8x8,31.029792427085113,118.86519515037807
512288.0,12288.0,26.43052631578948,128.74736842105264,Curriculum 8x8,30.263248075202508,120.51222402882384
514336.0,14336.0,28.217,123.59,Curriculum 8x8,29.970926921602146,120.95190631042043
516384.0,16384.0,23.692000000000004,133.61,Curriculum 8x8,29.18606105640188,122.53416802161789
518432.0,18432.0,22.584,136.04,Curriculum 8x8,28.452498716801667,124.0348160192159
520480.0,20480.0,28.773,123.28,Curriculum 8x8,28.668943161246116,123.57287157477145
522528.0,22528.0,32.045,115.25,Curriculum 8x8,27.804295464769147,125.28628620891777
524576.0,24576.0,33.931,112.48,Curriculum 8x8,27.6948106162843,125.42648822911981
526624.0,26624.0,35.628,108.26,Curriculum 8x8,28.50817813765182,123.57845404108564
528672.0,28672.0,37.723,103.77,Curriculum 8x8,29.891502923976606,120.55859649122807
530720.0,30720.0,37.244,104.91,Curriculum 8x8,31.093,117.91000000000001
532768.0,32768.0,34.949,109.73,Curriculum 8x8,31.841,116.37000000000002
534816.0,34816.0,35.638000000000005,109.47,Curriculum 8x8,33.16833333333333,113.68777777777777
536864.0,36864.0,34.12499999999999,111.84,Curriculum 8x8,34.45066666666666,110.99888888888889
538912.0,38912.0,32.665,114.82,Curriculum 8x8,34.88311111111111,110.05888888888889
540960.0,40960.0,30.041,120.35,Curriculum 8x8,34.660444444444444,110.62555555555555
543008.0,43008.0,27.935999999999996,124.84,Curriculum 8x8,33.99433333333334,111.99888888888889
545056.0,45056.0,30.537,119.73,Curriculum 8x8,33.42866666666666,113.27333333333334
547104.0,47104.0,29.705000000000005,121.31,Curriculum 8x8,32.537777777777784,115.22222222222223
